pubDate,title,description
2025-12-12 09:05:00,“여러분을 잊지 않겠다. 저와 항상 함께 있어 주시길 바란다”[금주의...,"애니메이션 ‘케이팝 데몬 헌터스’의 여성 캐릭터 3인(헌트릭스)도 100위에 올라. △“헌법 궤도를 벗어난 정치는 이미 헌법적 상황이 아니다” ― 이석연 국민통합위원장, 11일 정청래 더불어민주당 대표 등 여당... "
2025-12-12 09:05:00,"농심, 서울빛초롱축제 참가···&quot;K라면으로 서울의 밤 밝힌다&quot;","특히 내년 신라면 출시 40주년을 앞두고, 넷플릭스 애니메이션 영화 '케이팝 데몬 헌터스'와 협업한 5미터 높이의 대형 신라면 패키지 조형물을 특별 제작했다. 또 '인생을 울리는' 신라면의 가치와 새로운 글로벌... "
2025-12-12 09:02:00,"농심, 서울빛초롱축제서 K라면 홍보 나서","특히 내년 신라면 출시 40주년을 앞두고, 넷플릭스 애니메이션 영화 '케이팝 데몬 헌터스'와 협업한 5미터 높이의 대형 신라면 패키지 조형물을 특별 제작했다. '인생을 울리는' 신라면의 가치와 새로운 글로벌 슬로건... "
2025-12-12 09:01:00,"TJ미디어, '노래방 인기차트' 발표…올해 가장 많이 불린 곡은 '드라우닝...","올해 새롭게 노래방에 수록된 곡만 별도 집계한 차트에서는 글로벌 흥행작 '케이팝 데몬 헌터스'의 OST가 강세를 보였다. '골든(Golden)'이 3위, '소다 팝(Soda pop)'이 10위를 기록하며 노래방에서도 높은 인기를... "
2025-12-12 09:01:00,"우즈 '드라우닝', 2025년 노래방에서 가장 많이 불린 곡 1위","2025년에 새롭게 노래방에 수록된 곡만 별도 집계한 차트에서는 글로벌 흥행작 '케이팝 데몬 헌터스'의 OST가 강세를 보였다. '골든'이 3위, '소다 팝'이 10위를 기록하며 노래방에서도 높은 인기를 입증했다. 2025년 신곡... "
2025-12-12 08:58:00,"&quot;K라면으로 서울의 밤 밝힌다&quot;...농심, '2025 서울빛초롱축제' 참가","특히 내년 신라면 출시 40주년을 앞두고, 넷플릭스 애니메이션 영화 '케이팝 데몬 헌터스'와 협업한 5미터 높이의 대형 신라면 패키지 조형물을 특별 제작했다. 또한 '인생을 울리는' 신라면의 가치와 새로운 글로벌... "
2025-12-12 08:58:00,"농심, 2025 서울빛초롱축제 참가…K라면 조형물로 글로벌 위상 알린다",내년 신라면 출시 40주년을 앞두고 넷플릭스 애니메이션 '케이팝 데몬 헌터스'와 협업해 제작한 높이 5m의 대형 신라면 패키지 조형물도 눈길을 끈다. 농심은 신라면의 가치 '인생을 울리는'과 글로벌 슬로건 'Spicy... 
2025-12-12 08:56:00,포브스 여성파워 100인에 ‘케데헌’ 주역들 선정돼…이부진 90위,미국 경제지 포브스가 선정하는 올해 ‘세계에서 가장 영향력 있는 여성 100인’에 넷플릭스 애니메이션 영화 ‘케이팝 데몬 헌터스’(이하 케데헌)의 여성 주역들이 이름을 올렸다. 포브스는 10일(현지시간) 올해 영향력... 
2025-12-12 08:55:00,포브스 '영향력 있는 여성 100인'에 '케데헌 여성들',"미국 경제 전문지 포브스가 세계에서 가장 영향력 있는 여성 100명을 선정했는데, 애니메이션 영화 '케이팝 데몬 헌터스'의 여성 주역들이 이름을 올렸습니다. 현지 시간 10일 포브스는 언론 활동과 영향력, 활동 범위... "
2025-12-12 08:51:00,"&quot;K라면으로 서울의 밤 밝힌다&quot;…농심, 2025 서울빛초롱축제 참가",특히 내년 신라면 출시 40주년을 앞두고 넷플릭스 애니메이션 영화 '케이팝 데몬 헌터스'와 협업한 5미터 높이의 대형 신라면 패키지 조형물을 특별 제작했다. 또 '인생을 울리는' 신라면의 가치와 새로운 글로벌... 
2025-12-12 08:48:00,"우즈·조째즈·이창섭·마크툽…TJ미디어, '2025 노래방 인기차트' 공개","2025년에 새롭게 노래방에 수록된 곡만 별도 집계한 차트에서는 글로벌 흥행작 '케이팝 데몬 헌터스'의 OST가 강세를 보였다. '골든(Golden)'이 3위, '소다 팝(Soda pop)'이 10위를 기록하며 노래방에서도 높은 인기를... "
2025-12-12 08:44:00,"정신과 의사이자 사전 편찬자, 이원택의 이민 50년 | 언어로 사람을 치...",〈케이팝 데몬 헌터스〉의 약자인 ‘케데헌’이란 한국어도 조만간 OED나 웹스터에 등장할 겁니다. 아직까지 편자한테 K–D–H로 할까 Ke–De–Hun으로 할까 그 스펠링을 물어보지는 않았지만.” “사전의 궁극 목표는... 
2025-12-12 08:44:00,"TJ미디어 '2025 노래방 인기차트', 가장 많이 불린 노래는 우즈 '드라우...","2025년에 새롭게 노래방에 수록된 곡만 별도 집계한 차트에서는 글로벌 흥행작 '케이팝 데몬 헌터스' OST가 강세를 보였다. '골든(Golden)'이 3위, '소다 팝(Soda pop)'이 10위를 기록하며 노래방에서도 높은 인기를... "
2025-12-12 08:44:00,"농심, 2025 서울빛초롱축제 참가","내년 신라면 출시 40주년을 앞두고, 넷플릭스 애니메이션 영화 '케이팝 데몬 헌터스'와 협업한 5미터 높이의 대형 신라면 패키지 조형물을 특별 제작했다. '인생을 울리는' 신라면의 가치와 새로운 글로벌 슬로건 'Spicy... "
2025-12-12 08:38:00,올해 노래방 인기차트 1위는...우즈의 ’Drowning’,"2025년에 새롭게 노래방에 수록된 곡만 별도 집계한 차트에서는 글로벌 흥행작 ‘케이팝 데몬 헌터스’의 OST가 강세를 보였다. ‘골든(Golden)’이 3위, ‘소다 팝(Soda pop)’이 10위를 기록하며 노래방에서도 높은... "
2025-12-12 08:28:00,"올해 노래방 최애 곡은 우즈 ’드라우닝’...TJ미디어, 인기차트 발표","2025년에 새롭게 노래방에 수록된 곡만 별도 집계한 차트에서는 글로벌 흥행작 ‘케이팝 데몬 헌터스’의 OST가 강세를 보였다. ‘골든(Golden)’이 3위, ‘소다 팝(Soda pop)’이 10위를 기록하며 노래방에서도 높은... "
2025-12-12 08:22:00,올해 노래방에서 가장 많이 불린 곡은? 우즈 '드라우닝',"2025년에 새롭게 노래방에 수록된 곡만 별도 집계한 차트에서는 글로벌 흥행작 ‘케이팝 데몬 헌터스’의 OST가 강세를 보였다. ‘골든(Golden)’이 3위, ‘소다 팝(Soda pop)’이 10위를 기록하며 노래방에서도 높은... "
2025-12-12 08:00:00,[주말 산책] 케데헌 선비가 뒤덮은 '서촌'...정선의 붓끝따라 걸어볼까...,"최근에는 '케이팝 데몬 헌터스'의 '사자 보이즈' 때문인지 선비가 늘었다. 갓을 쓰고 서촌 거리를 거니는 외국인들을 보면서, 문득 조선 시대에 여기에 살았던 예술가들과 문인들이 떠올랐다. 경복궁과 전통 가옥들을... "
2025-12-12 08:00:00,[직썰 2025결산] 벼랑 끝 '유통 공룡' vs 날개 단 'K뷰티'…희비 갈린 유...,[권성진 기자]] ◇'케데헌' 인기에 가속하는 K뷰티 지난해부터 이어진 글로벌 K뷰티 열풍은 넷플릭스 애니메이션 '케이팝 데몬 헌터스(케데헌)'의 흥행으로 더욱 탄력이 붙었다. 여기에 한한령 해제 기대감까지 더해지며... 
2025-12-12 08:00:00,케데헌의 '헌트릭스' 세계적인 잡지 표지에 떡하니!,"넷플릭스 애니메이션 '케이팝 데몬 헌터스'(케데헌) 속 걸그룹 '헌트릭스'의 루미, 미라, 조이가 그 주인공. 타임은 9일(현지시간) 케데헌을 '2025 올해의 돌파구(Breakthrough of the Year)'로 선정하고, 오는 29일자 표지에... "
2025-12-12 07:42:00,MZ 핫플된 ‘국중박’ 600만 명 돌파…개관 80주년 만에 처음,"&quot;] 국립중앙박물관 연간 관람객이 600만 명을 넘은 건 1945년 개관 이후 처음, 급성장의 배경에는 올해 큰 인기를 끌었던 애니메이션 '케이팝 데몬 헌터스'를 빼놓을 수 없습니다. 작품에 등장한 한국의 갓과 호랑이... "
2025-12-12 07:30:00,"새우깡, 한국인이 선택한 '국민과자'",넷플릭스 애니메이션 '케이팝 데몬 헌터스(케데헌)' 등장 효과와 캐릭터 기반 한정판 패키지가 젊은 소비자층에게 재확산되며 판매를 견인했다. 또 2023년 8월 출시된 '와사비 새우깡'은 출시 2주 만에 180만 봉 이상... 
2025-12-12 07:14:00,'600만' 국립중앙박물관 찾았다… 세계 4위 대기록,세계적인 인기를 모은 넷플릭스 애니메이션 '케이팝 데몬 헌터스'의 캐릭터와 연관된 박물관 문화상품 '뮷즈'도 큰 인기를 끌며 11월 기준 누적 매출액 356억원을 올려 지난해의 약 213억원을 크게 웃돌았다.... 
2025-12-12 07:14:00,"[문화연예 플러스] '빅뱅·2NE1·블랙핑크' 프로듀서 테디, '국무총리표...",최근 신드롬을 일으킨 넷플릭스 영화 '케이팝 데몬 헌터스'의 메인 OST를 다수 작곡하며 여전히 메인 프로듀서로서 활약하고 있는 테디가 수상의 영예를 안았습니다. '2025 대한민국 콘텐츠 대상'에서 해외진출유공 부문... 
2025-12-12 07:05:00,국립중앙박물관 관람객 ‘600만 돌파’…개관 이래 처음,"특히 올해 넷플릭스 애니메이션 ‘케이팝 데몬 헌터스(케데헌)’의 글로벌 흥행으로 우리 전통 문화에 대한 관심이 급증하면서, 유물을 전시하는 국립중앙박물관을 찾는 발길도 늘어난 것으로 분석된다. 박물관... "
2025-12-12 07:01:00,[더 한장] 핫플 성수동에 나타난 ‘케데헌’,"케이팝 데몬 헌터스 팝업스토어, 28일까지 유유자적 ‘더피’가 공장 건물 위에 앉아 길가를 내려다본다. 그 옆으로 커다란 모니터에선 케데헌 OST가 연신 울려 퍼진다. 지나가던 아이들, 외국인 할 것 없이 휴대폰으로... "
2025-12-12 07:00:00,로제·지민·케데헌…빌보드 연말 결산 빛냈다,이밖에 '골든'을 비롯한 애니메이션 '케이팝 데몬 헌터스'의 노래 일곱 곡이 차트에 포함됐습니다. 케데헌 OST는 빌보드 앨범 차트인 '빌보드 200' 결산에서 K팝 중 가장 높은 13위를 기록했습니다. 미국을 제외한 '글로벌... 
2025-12-12 06:48:00,"'케데헌' 입은 신라면·새우깡, 올해 '최고의 디자인'으로 등극","농심은 지난 8월 식품업계 최초로 넷플릭스와 협업을 통해 신라면·새우깡 등의 패키지에 애니메이션 영화 '케이팝 데몬 헌터스' 캐릭터 디자인을 적용했다. 특히, 헌트릭스, 사자보이즈, 더피 등 영화 속 캐릭터를... "
2025-12-12 06:36:00,"[SC인터뷰] &quot;내게도 짤이 생겼다니!&quot;…'여행과 나날' 심은경, 거장과 '애...","넷플릭스 애니메이션 영화 '케이팝 데몬 헌터스'를 연출한 매기 강 감독은 볼하트 포즈를 취했고, 영화 '여행과 나날'의 주연으로 참석한 심은경도 왕자님 비주얼로 윙크를 하며 축제의 분위기를 한층 끌어올렸다. 이에... "
2025-12-12 06:35:00,배달·해외여행 수요에 운수·물류업 종사자 10%대로 [AI 프리즘*신입 직...,포브스 ‘여성파워 100인’에 ‘케데헌’ 헌트릭스 - 핵심 요약: 미국 포브스가 선정한 ‘세계에서 가장 영향력 있는 여성 100인’에 넷플릭스 애니메이션 ‘케이팝 데몬 헌터스’의 가상 걸그룹 헌트릭스가... 
2025-12-12 06:08:00,[잡채기 칼럼] 케데헌과 정치판,"'케이팝 데몬 헌터스' 속 가상 그룹인 '헌트릭스'가 미국 시사주간지 '타임'의 표지를 장식한다는 소식이다. 보도에 따르면, 타임은 케데헌을 '올해의 브레이크스루(breakthrough) 작품'으로 선정, 12월 29일자 표지에 주역... "
2025-12-12 06:06:00,'국중박' 첫 600만 시대…세계 4위 올라섰다,"금관이랑 석가모니 마음에 들었다고 하고요, 아이는 이순신 특별전시도 굉장히 좋아했습니다.&quot; 전 세계를 휩쓴 '케이팝 데몬 헌터스' 열기에 이어진 K-컬처를 향한 관심이 커진 것도 한몫했습니다. 박물관 문화상품... "
2025-12-12 06:00:00,K-컬처와 미디어아트의 만남… ‘강남 미디어 윈터페스타’ 열린다,"특히 올해 ‘케이팝 데몬 헌터스’의 흥행으로 주목받는 전통 콘셉트와 K팝 중심인 강남의 지역 이미지를 결합한 영상을 선보인다. 쇼는 17대 대형 LED 스크린에서 동시 상영하며, 산타와 해치가 스크린을 넘나드는... "
2025-12-12 05:05:00,"‘케데헌’ 주역들, 세계 영향력 있는 여성 100인 선정","미국 경제 전문지 포브스가 선정하는 ‘세계에서 가장 영향력 있는 여성 100인’ 올해 명단에 넷플릭스 애니메이션 영화 ‘케이팝 데몬 헌터스’의 주인공 걸그룹 헌트릭스와 매기 강 감독, 이부진 신라호텔 사장과... "
2025-12-12 04:16:00,600만명의 발길… 국중박 '세계 5대 박물관' 새 역사 쓰다,"올해의 인기는 우리 문화를 소재로 한 만화영화 '케이팝 데몬 헌터스'의 흥행, 한국을 찾는 외국인 관광객 수 증가와 '뮷즈'(박물관 기념품)의 흥행 등이 한데 겹쳐진 결과다. 세계적인 박물관·미술관과 비교해봐도... "
2025-12-12 03:04:00,"엔믹스 ‘스피닌 온 잇’, 英 NME ‘올해 최고의 K팝’에",NME는 올해 글로벌 신드롬을 일으킨 넷플릭스 애니메이션 영화 ‘케이팝 데몬 헌터스’의 주제곡 ‘골든(Golden)’을 2위로 뽑았다. 3위는 올해 데뷔한 6인조 걸그룹 ‘이프아이’의 ‘알 유 오케이(r u ok)?’가... 
2025-12-12 03:03:00,"‘케데헌’ 걸그룹, 포브스 ‘영향력 여성 100인’에",K팝 애니메이션 ‘케이팝 데몬 헌터스(케데헌)’의 주인공인 걸그룹 헌트릭스와 이를 연출한 매기 강 감독이 미국 경제 전문지 포브스가 선정한 ‘세계에서 가장 영향력 있는 여성 100인’에 이름을 올렸다. 10일(현지... 
2025-12-12 01:26:00,"황대호 위원장, 전국 최초 '케데헌' 육성 조례 발의… 전통융합콘텐츠 ...","황대호 경기도의회 문화체육관광위원회 위원장(더불어민주당, 수원3)이 전국 최초로 '경기도 전통융합콘텐츠산업 육성 및 지원을 위한 조례안'을 대표발의하며 경기도 차원의 '케이팝 데몬 헌터스(케데헌)' 육성 기반... "
2025-12-12 00:54:00,2025 그녀들의 해였다,한국과 케이팝을 소재로 만든 넷플릭스 애니메이션 영화 ‘케이팝 데몬 헌터스(케데헌)’의 여성 주역들도 같은 명단에 포함됐다. ‘케데헌의 여성들’은 포브스가 10일(현지시간) 발표한 세계에서 가장 영향력 있는... 
2025-12-12 00:54:00,"농수산식품유통공사(aT), HMGMA서 'K-푸드데이' 단체급식 행사 개최",행사에서는 △김치치즈 칠리프라이 △김치제육 아란치니 △고추장 까르보나라 등 김치 특유의 향을 줄인 볶음김치를 주재료로 한 퓨전메뉴와 케데헌(케이팝데몬헌터스)을 통해 미국에서 인기를 끌고 있는 K-분식을... 
2025-12-12 00:09:00,글로벌 파워우먼에 ‘케데헌 여인들’,미국 경제지 포브스가 선정하는 올해 ‘세계에서 가장 영향력 있는 여성 100인’에 넷플릭스 애니메이션 영화 ‘케이팝 데몬 헌터스’(이하 케데헌)의 여성 주역들이 이름을 올렸다. 포브스는 10일(현지시간) 루미·미라... 
2025-12-12 00:06:00,'에버랜드 눈썰매장' 이용방법과 일정? 불꽃쇼에 먹거리 풍성,"가든은 크리스마스 콘셉트의 에메랄드 시티로 변신해 도로시, 양철나무꾼, 허수아비 등 오즈의 마법사 캐릭터별 스토리를 살린 테마존을 선보인다. 또 연말까지 매일 밤 '케이팝 데몬 헌터스 싱어롱 불꽃쇼'도 펼쳐진다."
2025-12-11 23:42:00,'손이 가요 손이 가' 상반기 최애과자는 '새우깡' [앵커리포트],세계적인 흥행에 성공한 넷플릭스 애니메이션 '케이팝 데몬 헌터스'의 캐릭터를 활용한 협업 패키지 출시로 젊은 소비층의 선택을 받았다는 평가입니다. &quot;갈매기도 같이 먹기 때문에 절대 이길 수 없다&quot; &quot;초코파이 위로... 
2025-12-11 23:40:00,"&quot;케데헌 신라면 통했다&quot;…농심, '패키지 디자인' 대상 수상","농심은 지난 8월 식품업계 최초로 넷플릭스와 협업을 통해 신라면·새우깡 등의 패키지에 애니메이션 영화 '케이팝 데몬 헌터스' 캐릭터 디자인을 적용했다. 특히 헌트릭스, 사자보이즈, 더피 등 영화 속 캐릭터를... "
2025-12-11 23:31:00,"김동완이 감탄한 '원조 요정' 클래스…바다, 음향 사고 넘어서 초고음 ...",시상식 레드카펫에서는 바다가 케이팝 데몬 헌터스의 곡 '골든'을 라이브로 열창하며 뜨거운 반응을 모았다. 갑작스런 라이브에도 흔들림 없이 고음을 완벽하게 소화하며 '원조 요정'다운 존재감을 다시 한번 입증했다.
2025-12-11 23:24:00,"에버랜드, 눈썰매장 '스노우 버스터' 12일 오픈","포시즌스 가든은 크리스마스 컨셉의 에메랄드 시티로 변신해 도로시, 양철나무꾼, 허수아비 등 오즈의 마법사 캐릭터별 스토리를 살린 테마존을 선보이며, 연말까지 매일 밤 '케이팝 데몬 헌터스 싱어롱 불꽃쇼'도... "
2025-12-11 23:14:00,"aT, 조지아주 서배너 HMGMA서 ‘K-푸드데이’ 단체급식 행사 성황리 개최",행사에서는 ▲ 김치치즈 칠리프라이 ▲ 김치제육 아란치니 ▲ 고추장 까르보나라 등 김치 특유의 향을 줄인 볶음김치를 주재료로 한 퓨전메뉴와 케데헌(케이팝데몬헌터스)을 통해 미국에서 인기를 끌고 있는 K-분식을... 
2025-12-11 22:08:00,"황대호 경기도의원, &quot;도 차원의 '케이팝 데몬 헌터스' 육성&quot;","기호일보, KIHOILBO 경기도의회 문화체육관광위원회 황대호(민주·수원3)위원장은 경기도 차원의 '케이팝 데몬 헌터스'를 육성하겠다고 11일 밝혔다. 황 위원장은 이날 도내 전통문화를 기반으로 창작한 콘텐츠를 지원하는... "
2025-12-11 22:03:00,"돌아온 눈썰매의 계절! 에버랜드, 눈썰매장 ‘스노우 버스터’ 12일 오픈","포시즌스 가든은 크리스마스 컨셉의 에메랄드 시티로 변신해 도로시, 양철나무꾼, 허수아비 등 오즈의 마법사 캐릭터별 스토리를 살린 테마존을 선보이며, 연말까지 매일 밤 ‘케이팝 데몬 헌터스 싱어롱 불꽃쇼’도... "
2025-12-11 21:52:00,"&quot;겨울동화 속으로 눈빛 레이스&quot;... 에버랜드, 눈썰매장 '스노우 버스터...","포시즌스 가든은 크리스마스 컨셉의 에메랄드 시티로 변신해 도로시, 양철나무꾼, 허수아비 등 오즈의 마법사 캐릭터별 스토리를 살린 테마존을 선보이며, 연말까지 매일 밤 '케이팝 데몬 헌터스 싱어롱 불꽃쇼'도... "
2025-12-11 21:51:00,"‘케데헌’ 헌트릭스·매기 강 감독, 포브스 선정 ‘가장 영향력 있는 ...",영화 &lt;케이팝 데몬 헌터스&gt;(케데헌) 속 가상의 그룹 ‘헌트릭스’(사진)와 이 영화를 연출한 매기 강 감독이 미국 경제전문지 포브스가 선정하는 ‘세계에서 가장 영향력 있는 여성 100인’에 이름을 올렸다. 포브스는... 
2025-12-11 21:50:00,MZ 핫플된 ‘국중박’ 600만 명 돌파…개관 80주년 만에 처음,"특히 '이순신 전'이 기대됩니다.&quot;] 국립중앙박물관 연간 관람객이 600만 명을 넘은 건 1945년 개관 이후 처음, 급성장의 배경에는 올해 큰 인기를 끌었던 애니메이션 '케이팝 데몬 헌터스'를 빼놓을 수 없습니다. 작품에... "
2025-12-11 21:24:00,&quot;대구만의 차별화된 한류 브랜드 구축을&quot;,케이팝 데몬 헌터스의 글로벌 흥행과 경주 APEC 정상회의 성공 개최로 한류 확산이 지역발전의 핵심 과제로 떠오르면서 대구만의 차별화한 한류 브랜드 구축이 필요하다는 제언이 나왔다. 11일 대구정책연구원에서 열린 'K... 
2025-12-11 20:54:00,"농심 케데헌 신라면&amp;새우깡, 패키지 디자인 대상 수상","농심은 지난 8월, 식품업계 최초로 넷플릭스와 협업을 통해 신라면·새우깡 등의 패키지에 애니메이션 영화 '케이팝 데몬 헌터스' 캐릭터 디자인을 적용했다. 특히, 헌트릭스, 사자보이즈, 더피 등 영화 속 캐릭터를... "
2025-12-11 20:43:00,포브스 ‘여성파워 100인’에 케데헌…이부진·최수연 90·91위,미국 경제 전문지 포브스는 한국과 K-팝을 소재로 만든 넷플릭스 애니메이션 영화 ‘케이팝 데몬 헌터스’(케데헌) 속 가상의 그룹 헌트릭스와 이 영화를 연출한 메기 강 감독을 ‘2025년 세계에서 가장 영향력 있는... 
2025-12-11 20:30:00,[식품·유통업계동향]10년 걸린 ‘가맹사업법 개정’…현대百·동서·농...,신라면·새우깡 패키지에 넷플릭스 애니메이션 ‘케이팝 데몬 헌터스(케데헌)’ 캐릭터를 입힌 협업이 큰 호응을 얻었고 캐릭터 세계관을 제품 특징과 연결한 기획력이 높은 평가를 받았다. 심사위는 K푸드 아이콘을... 
2025-12-11 20:28:00,‘케데헌의 여성들’ 글로벌 파워우먼 100위,"케이팝 데몬 헌터스 ‘헌트릭스’ 포브스는 재산, 언론활동, 활동범위 등 지표를 평가해 10일(현지시간) 공개한 올해 순위에서 다카이치 총리를 3위로 꼽으며 “지난 10월 일본 최초의 여성 총리로 취임해 반도체 공급망... "
2025-12-11 20:17:00,"경기도의회 황대호 의원, 전국 최초 '케데헌' 육성 및 지원 조례 발의","경기도의회 문화체육관광위원회 황대호(민주 수원3) 위원장이 전국 최초로 '경기도 전통융합콘텐츠산업 육성 및 지원을 위한 조례안'을 대표발의하며, 경기도 차원의 '케이팝 데몬 헌터스'를 육성하겠다고 11일 밝혔다.... "
2025-12-11 19:54:00,"황대호 경기도의회 문체위원장, 전통융합콘텐츠산업 조례안 대표발의",황대호 경기도의회 문화체육관광위원장(더불어민주당·수원3)이 경기도 차원의 ‘케이팝 데몬 헌터스’를 육성하겠다고 밝혔다. 황대호 위원장은 11일 전국 최초로 ‘경기도 전통융합콘텐츠산업 육성 및 지원을 위한... 
2025-12-11 19:44:00,"aT, 美 현대차공장서 ‘K-푸드’ 우수성 알렸다",행사에서는 ▲김치치즈 칠리프라이 ▲김치제육 아란치니 ▲고추장 까르보나라 등 김치 특유의 향을 줄인 볶음김치를 주재료로 한 퓨전메뉴와 케데헌(케이팝데몬헌터스)을 통해 미국에서 인기를 끌고 있는 K-분식을... 
2025-12-11 19:34:00,MZ 핫플된 ‘국중박’ 600만 명 돌파…개관 80주년 이래 최초,"&quot;] 국립중앙박물관 연간 관람객이 600만 명을 넘은 건 1945년 개관 이후 처음, 급성장의 배경에는 올해 큰 인기를 끌었던 애니메이션 '케이팝 데몬 헌터스'를 빼놓을 수 없습니다. 작품에 등장한 한국의 갓과 호랑이... "
2025-12-11 19:28:00,국립중앙박물관 ‘600만’도 넘겼다…세계 4위로,세계적인 인기를 모은 넷플릭스 애니메이션 ‘케이팝 데몬 헌터스’(이하 ‘케데헌’)의 캐릭터와 연관된 박물관 문화상품 ‘뮷즈’도 큰 인기를 끌며 11월 기준 누적 매출액 356억원을 올려 지난해의 약 213억원을... 
2025-12-11 19:26:00,"대구, 한류도시 도약 모색…K-컬처 기반 '월드챌린저' 전략 제시",'케데헌'(케이팝 데몬 헌터스) 속에서 벌어진 승부와 관객에게 전해진 감동을 현실로 구현하겠다는 생각에서 한류월드챌린저 모델이 탄생했다는 것이다. 박 원장은 &quot;'사자보이스'와 '헌트리스'의 경쟁·승부의 세계 속으로... 
2025-12-11 19:21:00,케데헌·무료입장·뮷즈 '삼박자'…국중박 관람객 600만 돌파,특히 올해 넷플릭스 애니메이션 ‘케이팝 데몬 헌터스’ 흥행 이후 전통문화에 대한 관심으로 국내외 관람객이 크게 늘었다. 수준 높은 전시를 무료로 관람할 수 있는 점도 관광객을 유입하는 요인이 됐다. 박물관을... 
2025-12-11 19:16:00,“구관이 명관이었네”...상반기 과자 매출 1위는?,넷플릭스 애니메이션 '케이팝 데몬 헌터스'(케데헌)에 등장한 뒤 젊은 소비층의 관심이 다시 높아진 점도 매출 유지에 영향을 준 것으로 보인다. 농심은 캐릭터를 활용한 한정판 패키지 등 협업 프로모션을... 
2025-12-11 19:04:00,"황대호 의원, 전국 최초 케데헌 육성 및 지원 조례 발의","경기도의회 문화체육관광위원회 황대호 위원장(더불어민주당, 수원3)이 전국 최초로 '경기도 전통융합콘텐츠산업 육성 및 지원을 위한 조례안'을 대표발의하며 경기도 차원의 &lt;케이팝 데몬 헌터스&gt; 육성에 나선다고 11일... "
2025-12-11 19:00:00,"'케데헌' 신드롬 이끈 매기 강 감독, 옥관문화훈장 수훈","올 한 해를 호령한 넷플릭스 애니메이션 '케이팝 데몬 헌터스'를 연출한 매기 강 감독이 옥관문화훈장을 수훈했습니다. ©Netflix ©Netflix 지난 10일, 문화체육관광부와 한국콘텐츠진흥원은 서울 강남 코엑스에서 ‘2025... "
2025-12-11 18:48:00,[도청도설] 삼진어묵 코스닥 상장,넷플릭스 애니메이션 ‘케이팝 데몬 헌터스’를 접한 외국인들은 어묵탕을 먹으려 부산을 찾는다. 지난해 부산 방문 외국인 관광객은 맛집 탐방을 가장 만족스러운 활동(45.7%)으로 꼽았다(부산관광공사 실태조사)... 
2025-12-11 18:40:00,'리틀 이건희' 이부진 ‘세계 여성파워' 90위...네이버 최수연 91위 차지,올해는 글로벌 콘텐츠 시장을 뒤흔든 넷플릭스 애니메이션 ‘케이팝 데몬 헌터스(케데헌)’의 여성 제작·출연진도 공동 100위에 이름을 올리며 문화·엔터테인먼트 분야의 위상을 보여줬다. 포브스는 이부진 사장에... 
2025-12-11 18:27:00,"황대호 위원장, 전국 최초 경기도 차원 ‘케이팝 데몬 헌터스’ 육성 나...",경기도의회 문화체육관광위원회 황대호 위원장(더불어민주당·수원3)이 전국 최초 ‘경기도 전통융합콘텐츠산업 육성 및 지원을 위한 조례안’을 대표발의하며 경기도 차원의 ‘케이팝 데몬 헌터스’를 육성하겠다고... 
2025-12-11 18:26:00,[fn이사람] &quot;AI가 음악인 적? 외려 창작 영역 넓혀줄 것&quot;,이 교수는 영화 '케이팝 데몬 헌터스'를 K팝이 어떻게 글로벌 콘텐츠와 결합해 확장성을 가질 수 있는지 보여준 사례라고 평가했다. 그는 &quot;케이팝 데몬 헌터스 이후 국내 음악가들에게 해외 클라이언트들이 K팝 스타일... 
2025-12-11 18:17:00,포브스 '여성파워 100인'에 '케데헌' 헌트릭스,미국 경제 전문지 포브스가 선정하는 ‘세계에서 가장 영향력 있는 여성 100인’ 올해 명단에 넷플릭스 애니메이션 영화 ‘케이팝 데몬 헌터스(케데헌)’의 주인공 걸그룹 헌트릭스와 매기 강 감독 등 여성 주역들이... 
2025-12-11 18:08:00,"&quot;'경기도 케데헌' 만들자&quot;… 황대호 경기도의원, 전국최초 조례 추진",황 위원장은 최근 넷플릭스에서 공개된 '케이팝 데몬 헌터스'를 통해 이 조례에 대한 영감을 받았다. 케이팝 데몬 헌터스는 K-POP과 전통문화를 활용한 뮤지컬 애니메이션이다. 개봉부터 전세계적인 큰 관심을 받았다. 황... 
2025-12-11 18:00:00,美 조지아주 서배너에서 울려 퍼진 &quot;K-푸드 좋아요!&quot;,행사에서는 ▲ 김치치즈 칠리프라이 ▲ 김치제육 아란치니 ▲ 고추장 까르보나라 등 김치 특유의 향을 줄인 볶음김치를 주재료로 한 퓨전메뉴와 케데헌(케이팝데몬헌터스)을 통해 미국에서 인기를 끌고 있는 K-분식을... 
2025-12-11 18:00:00,"개관 80년 '국중박', 올해 관람객 600만 명 돌파",넷플릭스 애니메이션 ‘케이팝 데몬 헌터스’ 열풍 등으로 전통문화를 향한 국내외 관심이 늘어난 영향으로 분석된다. 11일 국립중앙박물관에 따르면 연간 누적 관람객이 이날 오후 2시께 600만 명을 돌파했다. 기존... 
2025-12-11 17:58:00,"헌트릭스, 포브스 '여성파워 100인' 선정",미국 경제 전문지 포브스가 선정하는 ‘세계에서 가장 영향력 있는 여성 100인’ 올해 명단에 넷플릭스 애니메이션 영화 ‘케이팝 데몬 헌터스’(케데헌)의 주인공 걸그룹 헌트릭스(사진)와 매기 강 감독 등이 이름을... 
